Nr,Rent_Namn,Målvakt,Nationalitet,Alias,Född,Avled,Klubb,Tid,Mat,Mål,Anteckningar
8487,"DONYOH, GODSWAY",Nej,GHA,,1994-10-14,,DJURGÅRDENS IF,2013,20,2,
8487,"DONYOH, GODSWAY",Nej,GHA,,1994-10-14,,FALKENBERGS FF,2014-2015,29,6,
6540,"DORSIN, MIKAEL",Nej,SWE,,1981-10-06,,DJURGÅRDENS IF,2001-2003,57,1,
9267,"DOSIS, NIKOLAOS",Nej,SWE,,2001-01-25,,ÖSTERSUNDS FK,2020-2021,33,0,
7586,"DOSLIC, DEJAN",Nej,SWE,,1990-01-24,,ÅTVIDABERGS FF,2010,7,0,
0676,"DOTSON, CAIN",Nej,SWE,,1971-10-17,,GIF SUNDSVALL,2000-2004,100,18,
9948,"DOUMBOUYA, AMADOU",Nej,GUI,,2002-10-12,,DJURGÅRDENS IF,2022,8,0,
4468,"DOVERLIND, CHRISTER",Nej,SWE,,1951-10-24,2006-02-19,KALMAR FF,1976,5,1,
4473,"DOVERLIND, ÅKE",Nej,SWE,,1948-09-29,2015-12-23,ÖSTERS IF,1970-1971,2,0,
7335,"DOVICOVIC, JURAJ",Nej,SVK,,1980-05-27,,DJURGÅRDENS IF,2004,8,1,
9302,"DOVIN, OLIVER",Ja,SWE,,2002-07-11,,HAMMARBY IF,2020-2023,55,0,NNONYELU DOVIN
5722,"DOYLE, JOHN",Nej,USA,,1966-03-16,,ÖRGRYTE IS,1990,4,0,
6316,"DRAGAS, ZARKO",Nej,JUG,,1971-06-16,,DEGERFORS IF,1996,15,3,
9020,"DRAGÉ, THOMAS",Nej,NOR,,1992-02-20,,FALKENBERGS FF,2016,12,0,
8613,"DRESEVIC, IBRAHIM",Nej,SWE,,1997-01-24,,IF ELFSBORG,2016-2018,31,0,
9586,"DRESEVIC, MEHMED",Nej,SWE,MEDI,1992-06-06,,ATHLETIC FC ESKILSTU,2019,6,0,
6493,"DRLJACA, DRAGAN",Ja,JUG,,1970-03-31,2012-05-28,TRELLEBORGS FF,1997,12,0,
7036,"DROBAC, SAVO",Nej,SWE,,1981-05-07,,ÖRGRYTE IS,2001,5,0,
6780,"DRUGGE, ANDREAS",Nej,SWE,,1983-01-20,,IF ELFSBORG,2000-2005,61,6,
6780,"DRUGGE, ANDREAS",Nej,SWE,,1983-01-20,,TRELLEBORGS FF,2008-2010,84,20,
6780,"DRUGGE, ANDREAS",Nej,SWE,,1983-01-20,,IFK GÖTEBORG,2011,23,1,
6780,"DRUGGE, ANDREAS",Nej,SWE,,1983-01-20,,BK HÄCKEN,2012,14,1,
4471,"DUFVA, LENNART",Nej,SWE,,1952-11-05,,IFK SUNDSVALL,1976-1979,8,0,
1749,"DUFVA, TORSTEN",Nej,SWE,,1905-11-04,1997-09-12,IS HALMIA,1934,1,0,"ADVOKAT,MBI"
5614,"DUNBERG, JÖRGEN",Nej,SWE,,1965-02-11,,ÖREBRO SK,1989-1993,38,5,"TID HEIMER, SKÖVDE AIK"
5614,"DUNBERG, JÖRGEN",Nej,SWE,,1965-02-11,,DEGERFORS IF,1994,3,0,
2323,"DUNKER, GÖSTA",Nej,SWE,,1906-09-16,1973-06-04,SANDVIKENS IF,1930-1943,161,51,
2324,"DUNKER, HELGE",Ja,SWE,,1904-05-06,1988-03-14,SANDVIKENS IF,1930-1939,106,0,
2472,"DUNKER, ROLF",Nej,SWE,,1930-12-07,1993-07-14,ÖREBRO SK,1949,1,0,
2472,"DUNKER, ROLF",Nej,SWE,,1930-12-07,1993-07-14,HELSINGBORGS IF,1953,2,0,
7477,"DURMAZ, DAVID",Nej,SWE,,1981-12-21,,ASSYRISKA FF,2005,21,0,
7477,"DURMAZ, DAVID",Nej,SWE,,1981-12-21,,GAIS,2007-2008,32,0,
7477,"DURMAZ, DAVID",Nej,SWE,,1981-12-21,,MALMÖ FF,2009,1,0,
7477,"DURMAZ, DAVID",Nej,SWE,,1981-12-21,,SYRIANSKA FC,2011,21,0,
8880,"DURMAZ, ELIAS",Nej,SWE,,2000-04-21,,AIK,2023,2,0,
7964,"DURMAZ, JIMMY",Nej,SWE,TOUMA TID.,1989-03-22,,MALMÖ FF,2008-2012,91,14,
7964,"DURMAZ, JIMMY",Nej,SWE,TOUMA TID.,1989-03-22,,AIK,2023,19,0,
7515,"DYBENDAHL, EIRIK",Nej,NOR,,1978-04-21,,BK HÄCKEN,2005,12,1,
7515,"DYBENDAHL, EIRIK",Nej,NOR,,1978-04-21,,IFK NORRKÖPING,2008,21,0,
3799,"DYBERG, SVEN",Nej,SWE,-ERIK,1941-07-14,2015-01-09,MALMÖ FF,1961-1963,6,0,
9068,"DYER, ALAN",Nej,ENG/MONS,,1990-06-01,,ÖSTERSUNDS FK,2016,26,9,
9068,"DYER, ALAN",Nej,ENG/MONS,,1990-06-01,,IF ELFSBORG,2017-2019,40,4,
9673,"DYNGELAND, MATHIAS",Ja,NOR,,1995-10-07,,IF ELFSBORG,2020,1,0,
7896,"DYRESTAM, MIKAEL",Nej,SWE,,1991-12-10,,IFK GÖTEBORG,2009-2013,67,1,
7896,"DYRESTAM, MIKAEL",Nej,SWE,,1991-12-10,,KALMAR FF,2017-2018,33,1,
2245,"ECKARD, ERIK",Nej,SWE,,1908-02-01,1980-01-18,MALMÖ FF,1932,16,0,
1776,"ECKERUD, OLLE",Nej,SWE,OLOF,1909-01-04,2000-08-17,IFK NORRKÖPING,1936-1937,22,0,
9163,"EDDAHRI, OMAR",Nej,SWE,,1990-08-30,,ATHLETIC FC ESKILSTU,2017,25,8,
9163,"EDDAHRI, OMAR",Nej,SWE,,1990-08-30,,IK SIRIUS,2018,6,0,
9163,"EDDAHRI, OMAR",Nej,SWE,,1990-08-30,,DJURGÅRDENS IF,2018,6,0,
9163,"EDDAHRI, OMAR",Nej,SWE,,1990-08-30,,GIF SUNDSVALL,2019,13,3,
1210,"EDELIN, SIGURD",Nej,SWE,,1909-02-24,1969-05-08,IFK MALMÖ,1926,1,0,
3805,"EDENVIK, CURT",Nej,SWE,,1942-04-10,,DEGERFORS IF,1964-1966,47,0,
3805,"EDENVIK, CURT",Nej,SWE,,1942-04-10,,AIK,1967-1969,64,0,
6817,"EDENVIK, TOBIAS",Nej,SWE,,1980-05-06,,IF ELFSBORG,2000,2,0,
3830,"EDH, ANDERS",Ja,SWE,,1948-11-13,,ÖREBRO SK,1968-1971,7,0,
2476,"EDHOLT, HENRY",Nej,SWE,PHILIP,1926-06-15,2020-03-12,AIK,1949,4,1,
4477,"EDLIND, JAN-OLOF",Nej,SWE,,1956-02-05,,GAIS,1975,4,0,
1211,"EDLUND, HELMER",Nej,SWE,VALDUS,1900-09-17,1977-08-29,IK SLEIPNER,1925-1926,28,6,
3168,"EDLUND, KJELL",Nej,SWE,,1936-01-30,1987-07-27,SANDVIKENS AIK,1955,7,3,
3139,"EDLUND, OLA",Nej,SWE,,1929-05-23,2013-04-16,DJURGÅRDENS IF,1952-1957,25,2,
3818,"EDLUND, PETER",Nej,SWE,,1949-05-28,2018-03-24,HAMMARBY IF,1967-1974,49,1,
4493,"EDLUND, SÖREN",Nej,SWE,,1955-03-17,2023-03-23,GIF SUNDSVALL,1975,7,0,"FR HÄGGLUNDS,SEN DOMSJÖ"
6179,"EDMAN, ERIK",Nej,SWE,EDDY,1978-11-11,,HELSINGBORGS IF,1997-2012,112,1,
6179,"EDMAN, ERIK",Nej,SWE,EDDY,1978-11-11,,AIK,2000-2001,21,0,
8881,"EDQVIST, ADRIAN",Nej,SWE,,1999-05-20,,KALMAR FF,2017-2020,19,0,
8410,"EDSTRÖM, JOAKIM",Nej,SWE,,1992-11-27,,GAIS,2012,8,0,
4479,"EDSTRÖM, RALF",Nej,SWE,,1952-10-07,,ÅTVIDABERGS FF,1971-1973,52,28,
4479,"EDSTRÖM, RALF",Nej,SWE,,1952-10-07,,IFK GÖTEBORG,1977-1979,37,14,
7506,EDUARDO DELANI,Nej,BRA,E.D.SANTOS LEITE,1981-11-03,,HALMSTADS BK,2005-2006,18,1,
1212,"EDVALL, TORSTEN",Nej,SWE,,1902-06-02,1974-11-25,IFK UDDEVALLA,1926,1,0,
9848,"EDVARDSEN, VICTOR",Nej,SWE,,1996-01-14,,DEGERFORS IF,2021,29,14,
9848,"EDVARDSEN, VICTOR",Nej,SWE,,1996-01-14,,DJURGÅRDENS IF,2022-2023,39,11,
9268,"EDVARDSSON, DAVID",Nej,SWE,,2002-03-05,,IFK VÄRNAMO,2022,7,0,
3144,"EDVARDSSON, REINHOLD",Nej,SWE,,1936-05-11,,IF ELFSBORG,1954,6,2,FÖRS
3144,"EDVARDSSON, REINHOLD",Nej,SWE,,1936-05-11,,IFK ESKILSTUNA,1958-1964,24,5,
3140,"EDVINGER, BERNT",Nej,SWE,,1923-03-31,2002-05-13,DJURGÅRDENS IF,1952-1953,3,0,FR GEFLE
9005,"EDWARDS, CURTIS",Nej,ENG,,1994-01-12,,ÖSTERSUNDS FK,2016-2019,82,14,
9005,"EDWARDS, CURTIS",Nej,ENG,,1994-01-12,,DJURGÅRDENS IF,2019-2021,44,4,
4489,"EEK, PER-OLOF",Nej,SWE,,1951-10-29,2023-11-28,IFK NORRKÖPING,1970-1978,214,6,
5129,"EFRAIMSSON, JONNIE",Nej,SWE,,1958-08-15,,HAMMARBY IF,1980-1983,63,13,
5129,"EFRAIMSSON, JONNIE",Nej,SWE,,1958-08-15,,IFK NORRKÖPING,1984-1985,37,8,
9208,"EGBUCHULAM, CHISOM",Nej,NIG,,1992-02-22,,BK HÄCKEN,2017,10,0,
1780,"EGELIN, OLOF",Nej,SWE,TOLKEN,1907-11-16,1984-05-14,IK SLEIPNER,1933,12,0,
7700,"EGUREN, SEBASTIAN",Nej,URU,,1981-01-08,,HAMMARBY IF,2006-2007,36,13,LEDESMA EGUREN
7700,"EGUREN, SEBASTIAN",Nej,URU,,1981-01-08,,AIK,2010,7,0,
1220,"EHMKE, GEORG",Nej,SWE,,1904-03-16,1992-03-06,DJURGÅRDENS IF,1928,18,1,
3164,"EHRNLUND, NILS",Nej,SWE,SKINNET,1926-01-23,2010-06-23,NORRBY IF,1956,1,0,
9052,"EID, MAHMOUD",Nej,SWE/PA,,1993-06-26,,KALMAR FF,2016-2019,35,3,EG DHADHA
2491,"EIDEFJÄLL, IVAR",Nej,SWE,AUGUSTSSON TID.,1921-10-18,2011-05-23,JÖNKÖPINGS SÖDRA IF,1946-1950,86,30,
3177,"EIDHAGEN, OVE",Nej,SWE,,1927-01-06,1991-12-14,ÖREBRO SK,1952-1953,18,3,
8970,"EIKREM, MAGNUS WOLFF",Nej,N,,1990-08-08,,MALMÖ FF,2015-2017,66,12,
9515,"EILE, NOAH",Nej,SWE,,2002-07-19,,MALMÖ FF,2021,3,0,
9515,"EILE, NOAH",Nej,SWE,,2002-07-19,,MJÄLLBY AIF,2022-2023,46,1,
4490,"EINARSSON, JOHNNY",Nej,SWE,,1954-03-19,,IFK NORRKÖPING,1973-1976,7,0,
7771,"EISWOHLD, JOHAN",Nej,SWE,,1990-06-21,,HELSINGBORGS IF,2008-2011,11,0,
7771,"EISWOHLD, JOHAN",Nej,SWE,,1990-06-21,,IK SIRIUS,2017-2018,29,0,
3835,"EJDERSTEDT, INGE",Nej,SWE,,1946-12-24,,ÖSTERS IF,1968-1976,114,39,
9724,"EJUPI, ALBERT",Nej,SWE,,1992-08-28,,VARBERGS BOIS,2020-2021,48,1,
9724,"EJUPI, ALBERT",Nej,SWE,,1992-08-28,,HELSINGBORGS IF,2022,10,0,
2492,"EK, ALLAN",Nej,SWE,,1922-07-05,2000-08-31,LANDSKRONA BoIS,1942-1945,11,4,
2477,"EK, GUNNAR",Nej,SWE,,1926-10-19,2018-08-09,BILLINGSFORS IK,1947,1,0,
1762,"EK, GÖTE",Nej,SWE,,1913-04-25,1975-11-11,IFK ESKILSTUNA,1934,1,0,EJ GUNNAR
1213,"EK, JOHAN",Ja,SWE,,1899-12-02,1979-11-27,LANDSKRONA BoIS,1926-1927,3,0,
7986,"EK, KRISTIAN",Nej,SWE,,1989-06-18,,GIF SUNDSVALL,2008,1,0,
4474,"EK, TORBJÖRN",Nej,SWE,,1949-06-25,2010-08-18,AIK,1971-1973,54,11,
4474,"EK, TORBJÖRN",Nej,SWE,,1949-06-25,2010-08-18,GIF SUNDSVALL,1975,8,0,
2493,"EK, WALFRID",Nej,SWE,WALLE,1922-07-11,1987-04-25,MALMÖ FF,1947-1953,84,39,
2493,"EK, WALFRID",Nej,SWE,WALLE,1922-07-11,1987-04-25,RÅÅ IF,1951,11,4,
9437,"EKBLAD, ALEXANDER",Nej,SWE,,1987-08-07,,DALKURD FF,2018,9,0,
1757,"EKBLAD, ERIK",Nej,SWE,,1907-05-05,1991-08-15,AIK,1932-1938,49,0,
3146,"EKBLOM, ALLAN",Nej,SWE,,1933-06-01,,IFK ESKILSTUNA,1958,25,5,FR TORSHÄLLA
3173,"EKBLOM, LENNART",Nej,SWE,LEPPE,1927-12-29,2017-11-16,VÄSTERÅS SK,1956-1957,36,4,FR SALA
5720,"EKBLOM, PONTUS",Nej,SWE,,1966-09-20,,ÖRGRYTE IS,1990-1995,11,3,
7382,"EKDAL, ALBIN",Nej,SWE,,1989-07-28,,IF BROMMAPOJKARNA,2007,15,0,
9343,"EKDAL, HJALMAR",Nej,SWE,,1998-10-21,,IK SIRIUS,2020,26,0,
9343,"EKDAL, HJALMAR",Nej,SWE,,1998-10-21,,DJURGÅRDENS IF,2021-2022,50,7,
1214,"EKELIN, BRYNOLF",Nej,SWE,MÅLARN,1897-05-20,1970-01-27,IFK NORRKÖPING,1925-1928,43,37,
2246,"EKELIN, HELMER",Nej,SWE,,1904-05-03,1992-07-07,STATTENA IF,1930,9,0,KORR PGA KROON
3154,"EKENBERG, JAN",Nej,SWE,,1931-09-11,2011-07-12,HELSINGBORGS IF,1957-1962,79,1,
6529,"EKENBERG, MARCUS",Nej,SWE,,1980-06-16,,HELSINGBORGS IF,2000-2002,22,2,
6529,"EKENBERG, MARCUS",Nej,SWE,,1980-06-16,,MJÄLLBY AIF,2010-2014,127,28,
3133,"EKENGREN, JÖRGEN",Ja,SWE,,1934-03-21,2015-06-05,AIK,1957-1959,46,0,
3149,"EKEROTH, NILS",Nej,SWE,,1930-04-28,2021-11-10,IFK GÖTEBORG,1953-1962,139,1,
5512,"EKHEIM, MARCUS",Nej,SWE,,1967-07-12,,MALMÖ FF,1989-1991,25,0,
5512,"EKHEIM, MARCUS",Nej,SWE,,1967-07-12,,LANDSKRONA BoIS,1994,15,1,
1215,"EKHOLM, ELIS",Nej,SWE,,1903-08-24,1978-03-04,AIK,1925-1928,46,1,
0389,"EKHOLM, GÖRAN",Nej,SWE,,1950-09-11,,IFK NORRKÖPING,1970,1,0,
1216,"EKHOLM, JOHN",Nej,SWE,JOHAN JOCKE,1901-07-05,1953-06-17,AIK,1925-1929,26,0,JOSEF JOHAN E.
7520,"EKLIDEN, TOM",Nej,SWE,,1982-04-24,,BK HÄCKEN,2005,9,0,
3138,"EKLUND, BIRGER",Nej,SWE,BIRRE,1929-10-22,2015-12-06,DJURGÅRDENS IF,1953-1960,118,38,
5659,"EKLUND, HANS",Nej,SWE,,1969-04-16,,ÖSTERS IF,1987-1997,238,105,
5659,"EKLUND, HANS",Nej,SWE,,1969-04-16,,HELSINGBORGS IF,2000-2003,79,23,
3813,"EKLUND, HÅKAN",Nej,SWE,,1941-12-18,1995-01-14,IFK GÖTEBORG,1966-1970,98,32,
8448,"EKLUND, JOHAN",Nej,SWE,,1984-05-30,,GIF SUNDSVALL,2012-2016,72,12,
3172,"EKLUND, LARS",Nej,SWE,LATTE,1934-06-02,,SANDVIKENS IF,1958,2,0,
6117,"EKLUND, MATTHIAS",Nej,SWE,ZEKE,1976-07-23,,HELSINGBORGS IF,1994-1997,13,0,
6117,"EKLUND, MATTHIAS",Nej,SWE,ZEKE,1976-07-23,,LANDSKRONA BoIS,2002-2005,60,10,
7408,"EKLUND, MIKAEL",Nej,SWE,,1981-09-14,,KALMAR FF,2004-2009,72,0,
3829,"EKLUND, OVE",Nej,SWE,,1946-01-30,,ÅTVIDABERGS FF,1968-1976,96,47,
3812,"EKLUND, PER-ANDERS",Nej,SWE,,1948-05-19,,DJURGÅRDENS IF,1967,6,3,
2502,"EKLÖF, FRED",Nej,SWE,FREDRIK,1922-06-15,2018-02-16,SANDVIKENS IF,1943-1958,118,1,
5336,"EKLÖF, PATRIK",Nej,SWE,PUTTE,1969-05-01,,DJURGÅRDENS IF,1986-1990,11,0,
3814,"EKLÖF, ROLF",Nej,SWE,,1938-07-24,1997-11-24,IFK GÖTEBORG,1961-1963,41,18,"HUSKV IF, SEN AUSTR"
1029,"EKMAN, GÖSTA",Nej,SWE,,1908-07-09,1989-10-05,IFK ESKILSTUNA,1927-1936,143,3,
9212,"EKMAN, KALLE",Nej,SWE,,1998-04-12,,JÖNKÖPINGS SÖDRA IF,2017,1,0,
3806,"EKMAN, STIG",Nej,SWE,STISSE,1944-07-24,,DEGERFORS IF,1963-1966,26,4,
2488,"EKNER, DAN",Nej,SWE,,1927-07-05,1975-04-17,IS HALMIA,1946-1949,75,16,VFRÖL 63
2488,"EKNER, DAN",Nej,SWE,,1927-07-05,1975-04-17,IFK GÖTEBORG,1950,19,12,
2488,"EKNER, DAN",Nej,SWE,,1927-07-05,1975-04-17,ÖRGRYTE IS,1960,7,1,
7690,"EKONG, PRINCE IKPE",Nej,NI,,1978-10-05,,GAIS,2006-2008,46,1,
7690,"EKONG, PRINCE IKPE",Nej,NI,,1978-10-05,,DJURGÅRDENS IF,2008-2010,53,3,
9455,"EKPOLO, GODSWILL",Nej,NIG,,1995-05-14,,BK HÄCKEN,2018-2021,100,4,
9455,"EKPOLO, GODSWILL",Nej,NIG,,1995-05-14,,IFK NORRKÖPING,2022,28,0,
9845,"EKROTH, OLIVER",Nej,SWE,,1992-01-18,,DEGERFORS IF,2021,26,1,
3819,"EKSTIG, LEIF",Nej,SWE,MYRAN,1943-02-28,,HAMMARBY IF,1963,2,2,
7365,"EKSTRAND, JOEL",Nej,SWE,,1989-02-04,,HELSINGBORGS IF,2008-2010,73,1,
7365,"EKSTRAND, JOEL",Nej,SWE,,1989-02-04,,AIK,2018,1,0,
9064,"EKSTRAND HAMRÉN, CARL",Nej,SWE,,1996-06-17,,ÖREBRO SK,2016,1,0,
3167,"EKSTRÖM, AGNE",Nej,SWE,,1927-02-04,2008-08-15,SANDVIKENS AIK,1955,9,0,
2485,"EKSTRÖM, ERLAND",Nej,SWE,,1918-03-28,1981-09-08,GAIS,1945-1949,85,7,FR ALINGSÅS
3161,"EKSTRÖM, JAN",Nej,SWE,NANA,1937-10-11,,MALMÖ FF,1955-1966,111,38,
5407,"EKSTRÖM, JOHNNY",Nej,SWE,BRÅTTOM,1965-03-05,,IFK GÖTEBORG,1984-1998,98,43,
4484,"EKSTRÖM, LENNART",Nej,SWE,EKEN,1948-12-17,,LANDSKRONA BoIS,1974-1976,18,0,
7017,"EKSTRÖM, MARTIN",Nej,SWE,,1980-03-05,,HALMSTADS BK,2001-2002,32,5,
7017,"EKSTRÖM, MARTIN",Nej,SWE,,1980-03-05,,IF BROMMAPOJKARNA,2007,26,2,
6644,"EKSTRÖM, PÄR",Nej,SWE,,1968-08-17,,ÖREBRO SK,1998-2000,34,9,
3817,"EKSTRÖM, STURE",Nej,SWE,,1936-07-07,,IS HALMIA,1963,1,0,
2496,"EKSTRÖM, TAGE",Nej,SWE,HAPGOD,1920-01-08,2017-10-12,IFK NORRKÖPING,1943,1,0,FR GOTLAND
1217,"EKSTRÖM, THORE",Nej,SWE,TORVALD TOSSE,1896-12-06,1952-12-07,IFK NORRKÖPING,1926,1,0,
7684,"EKUNDE, RICHARD",Nej,COD,,1982-08-04,,GAIS,2006-2012,151,0,
2490,"EKVALL, ALLAN",Nej,SWE,,1921-01-01,1985-07-24,HELSINGBORGS IF,1943-1949,27,1,SKROMBERGA GIF 51
1775,"EKVALL, KJELL",Nej,SWE,,1911-01-22,1981-09-06,LANDSKRONA BoIS,1935-1939,63,35,
8617,"EKVALL, MÅNS",Nej,SWE,,1995-01-04,,HELSINGBORGS IF,2014,2,0,
7268,"EL ASMAR, DRISS",Ja,MAR,,1975-12-04,,ENKÖPINGS SK,2003,4,0,
8247,"EL KABIR, MOESTAFA",Nej,NED/M,,1988-10-05,,MJÄLLBY AIF,2010-2012,38,16,NED/MAR
8247,"EL KABIR, MOESTAFA",Nej,NED/M,,1988-10-05,,BK HÄCKEN,2013-2018,41,21,
8247,"EL KABIR, MOESTAFA",Nej,NED/M,,1988-10-05,,KALMAR FF,2019,8,0,
9009,"EL KABIR, OTHMAN",Nej,NED,,1991-07-17,,DJURGÅRDENS IF,2016-2017,42,5,
7022,"ELANGA, JOSEPH",Nej,KAM,,1979-05-02,,MALMÖ FF,2001-2010,131,5,
9843,"ELBOUZEDI, ZACHARY",Nej,IRL,ZAC,1998-04-05,,AIK,2021-2023,52,2,
3156,"ELF, OLA",Nej,SWE,,1937-04-25,2016-04-26,MOTALA AIF,1958,23,4,
3156,"ELF, OLA",Nej,SWE,,1937-04-25,2016-04-26,JÖNKÖPINGS SÖDRA IF,1960,19,3,
2232,"ELFSBERG, STURE",Nej,SWE,,1909-06-01,2000-03-19,SANDVIKENS IF,1931,1,0,SVEN ENL AGT
5236,"ELFVING, LEIF",Nej,SWE,,1957-12-23,,ÅTVIDABERGS FF,1980-1982,58,6,
8076,"ELFVING, NICLAS",Nej,SWE,,1986-02-06,,ÖRGRYTE IS,2009,1,0,
6777,"ELGSTRÖM, FREDRIK",Nej,SWE,,1983-02-10,,ENKÖPINGS SK,2003,7,0,
4485,"ELGSTRÖM, KENNETH",Nej,SWE,KECKA,1956-05-25,,LANDSKRONA BoIS,1977-1979,42,1,
8365,"ELIA, RABI",Nej,SWE,,1987-04-19,,SYRIANSKA FC,2011-2013,63,3,
3157,"ELIASSON, BENGT",Nej,SWE,,1923-05-07,2013-11-30,KALMAR FF,1951,4,1,
3807,"ELIASSON, BERT",Nej,SWE,,1943-02-04,,DEGERFORS IF,1966,1,0,
2494,"ELIASSON, BROR",Nej,SWE,,1915-02-09,1996-01-23,MALMÖ FF,1940-1946,10,0,
1218,"ELIASSON, ERNST",Nej,SWE,FLISA,1896-05-24,1976-08-15,ÖRGRYTE IS,1925,1,0,
1778,"ELIASSON, HUGO",Nej,SWE,,1900-11-28,1972-12-17,SANDVIKENS IF,1930-1934,81,15,
1766,"ELIASSON, KARL-ERIK",Nej,SWE,,1916-04-22,1996-03-10,IFK GÖTEBORG,1936-1941,22,1,
8620,"ELIASSON, NICLAS",Nej,SWE,,1995-12-07,,AIK,2014-2016,31,1,
8620,"ELIASSON, NICLAS",Nej,SWE,,1995-12-07,,IFK NORRKÖPING,2016-2017,30,4,
6611,"ELIASSON, PER-ANDERS",Nej,SWE,,1973-10-26,,BK HÄCKEN,1998,9,0,
3143,"ELIASSON, ROLF",Nej,SWE,,1926-06-26,2015-05-16,IF ELFSBORG,1951-1952,25,1,
6497,"ELISON, MATHIAS",Nej,SWE,,1973-04-09,,VÄSTERÅS SK,1997,21,3,
1782,"ELLSTRÖM, GÖTE",Nej,SWE,,1916-08-27,2010-04-19,ÖRGRYTE IS,1939-1940,36,1,FR/T SURTE 4007
7818,"ELM, DAVID",Nej,SWE,,1983-01-10,,KALMAR FF,2007-2017,140,26,
7818,"ELM, DAVID",Nej,SWE,,1983-01-10,,IF ELFSBORG,2011-2013,60,12,
7236,"ELM, RASMUS",Nej,SWE,,1988-03-17,,KALMAR FF,2005-2019,168,19,
7606,"ELM, VIKTOR",Nej,SWE,,1985-11-13,,KALMAR FF,2006-2020,229,35,
6543,"ELMANDER, JOHAN",Nej,SWE,,1981-05-27,,ÖRGRYTE IS,1999-2000,39,4,
6543,"ELMANDER, JOHAN",Nej,SWE,,1981-05-27,,DJURGÅRDENS IF,2002-2003,19,12,
6825,"ELMANDER, PATRICK",Nej,SWE,,1978-11-26,,GAIS,2000,12,1,
6825,"ELMANDER, PATRICK",Nej,SWE,,1978-11-26,,ÖRGRYTE IS,2001-2009,33,4,
6825,"ELMANDER, PATRICK",Nej,SWE,,1978-11-26,,KALMAR FF,2002,10,1,
1772,"ELMBERG, STURE",Nej,SWE,,1916-04-20,1967-01-10,HALMSTADS BK,1936,4,0,"FR FINSPÅNG, BR EVERT HBK"
4481,"ELMGREN, STELLAN",Nej,SWE,,1958-11-21,,HALMSTADS BK,1977-1981,43,0,
4481,"ELMGREN, STELLAN",Nej,SWE,,1958-11-21,,TRELLEBORGS FF,1985,22,0,
1219,"ELMQVIST, GÖSTA",Nej,SWE,,1899-02-04,1971-12-09,IFK MALMÖ,1925,3,2,
3160,"ELMSTEDT, BERTIL",Nej,SWE,,1937-05-02,,MALMÖ FF,1957-1969,192,36,
2489,"ELOFSSON, BENGT",Nej,SWE,,1928-07-08,2016-12-18,IS HALMIA,1949-1950,18,2,FR STRÖMSNÄSBRUK
2489,"ELOFSSON, BENGT",Nej,SWE,,1928-07-08,2016-12-18,JÖNKÖPINGS SÖDRA IF,1952-1960,60,6,
3163,"ELOFSSON, STIG",Nej,SWE,,1931-07-06,2017-01-13,MOTALA AIF,1958,24,0,
3165,"ELVHAGE, TORSTEN",Nej,SWE,TOTTA,1928-03-08,1987-05-05,IFK NORRKÖPING,1951-1955,12,2,
5237,"ELVINGSSON, JONNY",Nej,SWE,,1956-09-02,,ÅTVIDABERGS FF,1980,10,0,
7293,ELVIS,Nej,BRA,ELVIS DA SILVA SANTANA,1983-07-11,,HAMMARBY IF,2003,2,0,
9416,"ELYOUNOUISSI, TARIK",Nej,NOR,,1988-02-23,,AIK,2018-2019,53,19,
1760,"EMANUELSSON, ARVID",Nej,SWE,BLÄCKFISKEN,1913-12-25,1980-03-19,IF ELFSBORG,1934-1947,270,12,
2487,"EMANUELSSON, RUNE",Nej,SWE,KILLING,1923-10-08,1993-03-21,IFK GÖTEBORG,1942-1955,210,7,
5494,"EMINOVSKI, DEVAL",Nej,SWE,DRZEVAT,1964-10-15,,MALMÖ FF,1984-1988,50,4,
6229,"ENAHALO, FREDERICK",Ja,SWE,,1971-03-12,,TRELLEBORGS FF,1995-1997,10,0,JUGOSLAV
8850,"ENARSSON, JOEL",Nej,SWE,,1993-06-27,,MJÄLLBY AIF,2014,7,2,
8850,"ENARSSON, JOEL",Nej,SWE,,1993-06-27,,IFK NORRKÖPING,2015-2016,15,0,
8850,"ENARSSON, JOEL",Nej,SWE,,1993-06-27,,GIF SUNDSVALL,2016,5,0,
5963,"ENERBY, FREDRIK",Nej,SWE,,1977-05-15,,IFK NORRKÖPING,1994,1,0,
3175,"ENERBY, SVANTE",Ja,SWE,,1923-03-30,2009-01-28,ÅTVIDABERGS FF,1952,22,0,
6826,"ENERED, LARS-HENRIK",Nej,SWE,,1976-11-04,,GAIS,2000,22,0,
3821,"ENG, BJÖRN",Nej,SWE,,1948-03-02,,JÖNKÖPINGS SÖDRA IF,1969,15,0,
3145,"ENGBLOM, BERNTH",Ja,SWE,,1922-01-31,1985-06-02,IFK ESKILSTUNA,1958,31,0,
4494,"ENGBLOM, LARS",Nej,SWE,,1955-04-04,,IFK SUNDSVALL,1976,1,0,
7888,"ENGBLOM, PONTUS",Nej,SWE,,1991-11-03,,AIK,2009-2012,25,1,
7888,"ENGBLOM, PONTUS",Nej,SWE,,1991-11-03,,GIF SUNDSVALL,2022,27,11,
9517,"ENGDAHL, BEN",Nej,SWE,,2003-09-17,,HAMMARBY IF,2021,1,0,
1221,"ENGDAHL, HELGE",Nej,SWE,,1901-06-22,1966-08-16,HAMMARBY IF,1925,17,3,
